year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,writein,candidatevotes,totalvotes,version,notes,party_simplified
2020,WYOMING,WY,56,83,68,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,73491,278503,20210113,,DEMOCRAT
2020,WYOMING,WY,56,83,68,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,193559,278503,20210113,,REPUBLICAN
2020,WYOMING,WY,56,83,68,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,False,5768,278503,20210113,,LIBERTARIAN
2020,WYOMING,WY,56,83,68,US PRESIDENT,"PIERCE, BROCK",INDEPENDENT,False,2208,278503,20210113,,OTHER
2020,WYOMING,WY,56,83,68,US PRESIDENT,,,True,1739,278503,20210113,,OTHER
2020,WYOMING,WY,56,83,68,US PRESIDENT,OVERVOTES,,False,279,278503,20210113,,OTHER
2020,WYOMING,WY,56,83,68,US PRESIDENT,UNDERVOTES,,False,1459,278503,20210113,,OTHER
