year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,writein,candidatevotes,totalvotes,version,notes,party_simplified
2020,MONTANA,MT,30,81,64,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,False,15252,603674,20210113,,LIBERTARIAN
2020,MONTANA,MT,30,81,64,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,343602,603674,20210113,,REPUBLICAN
2020,MONTANA,MT,30,81,64,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,244786,603674,20210113,,DEMOCRAT
2020,MONTANA,MT,30,81,64,US PRESIDENT,"BELLAR, BARBARA",,True,2,603674,20210113,,OTHER
2020,MONTANA,MT,30,81,64,US PRESIDENT,"SIMMONS, JADE",BECOMING ONE NATION,True,6,603674,20210113,,OTHER
2020,MONTANA,MT,30,81,64,US PRESIDENT,"CHARLES, MARK",INDEPENDENT,True,23,603674,20210113,,OTHER
2020,MONTANA,MT,30,81,64,US PRESIDENT,"HOEFLING, TOM",,True,3,603674,20210113,,OTHER
