year,state,state_po,state_fips,state_cen,state_ic,office,candidate,party_detailed,writein,candidatevotes,totalvotes,version,notes,party_simplified
2020,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,False,2382202,3658005,20210113,,DEMOCRAT
2020,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,False,1167202,3658005,20210113,,REPUBLICAN
2020,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"JORGENSEN, JO",LIBERTARIAN,False,47013,3658005,20210113,,LIBERTARIAN
2020,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,"HAWKINS, HOWIE",GREEN-RAINBOW,False,18658,3658005,20210113,,OTHER
2020,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,BLANK VOTES,,False,26603,3658005,20210113,,OTHER
2020,MASSACHUSETTS,MA,25,14,3,US PRESIDENT,,,True,16327,3658005,20210113,,OTHER
